State,City,RDID,Candidate Name,Candidate Party,Candidate Office,Full Office Name,Electoral District,Number Elected,OCDID,Sex,Race
NJ,Elizabeth,RDcitycand0403,"Manny Grova, Jr.",Democratic,Elizabeth City Councilman,Elizabeth City Councilman At-Large,Elizabeth city,3,ocd-division/country:us/state:nj/place:elizabeth,Male,Hispanic or Latino
NJ,Elizabeth,RDcitycand0404,Patricia Perkins-Auguste,Democratic,Elizabeth City Councilman,Elizabeth City Councilman At-Large,Elizabeth city,3,ocd-division/country:us/state:nj/place:elizabeth,Female ,Black or African-American
NJ,Elizabeth,RDcitycand0405,Frank J. Cuesta,Democratic,Elizabeth City Councilman,Elizabeth City Councilman At-Large,Elizabeth city,3,ocd-division/country:us/state:nj/place:elizabeth,Male,Hispanic or Latino
NV,Reno,RDcitycand0406,David Bobzien,Nonpartisan,Reno City Council Member,Reno City Council Member At large,Reno city,1,ocd-division/country:us/state:nv/place:reno,Male,White
NV,Reno,RDcitycand0407,Sam Kumar,Nonpartisan,Reno City Council Member,Reno City Council Member At large,Reno city,1,ocd-division/country:us/state:nv/place:reno,Male,Asian American or Pacific Islander
NV,Reno,RDcitycand0408,Oscar Delgado,Nonpartisan,Reno City Council Member,Reno City Council Member Ward 3,Reno City Council District 3,1,ocd-division/country:us/state:nv/place:reno/council_district:3,Male,Hispanic or Latino
NV,Reno,RDcitycand0409,Neoma Jardon,Nonpartisan,Reno City Council Member,Reno City Council Member Ward 5,Reno City Council District 5,1,ocd-division/country:us/state:nv/place:reno/council_district:5,Female,White
NV,Reno,RDcitycand0410,Jenny Brekhus,Nonpartisan,Reno City Council Member,Reno City Council Member Ward 1,Reno NV ward 1,1,ocd-division/country:us/state:nv/place:reno/ward:1,Female,White
NV,Reno,RDcitycand0411,Victor Salcido,Nonpartisan,Reno City Council Member,Reno City Council Member Ward 1,Reno NV ward 1,1,ocd-division/country:us/state:nv/place:reno/ward:1,Male,Hispanic or Latino
NY,New York,RDcitycand0412,Rafael Salamanca,Democratic,New York City Council Member,New York City Council Member District 17,New York City NY - city council district 17,1,ocd-division/country:us/state:ny/place:new_york/council_district:17,Male,Hispanic or Latino
NY,New York,RDcitycand0413,Joseph C. Borelli ,Conservative,New York City Council Member,New York City Council Member District 51,New York City NY - city council district 51,1,ocd-division/country:us/state:ny/place:new_york/council_district:51,Male,White
NY,New York,RDcitycand0414,Joseph C. Borelli ,Independence,New York City Council Member,New York City Council Member District 51,New York City NY - city council district 51,1,ocd-division/country:us/state:ny/place:new_york/council_district:51,Male,White
NY,New York,RDcitycand0415,Joseph C. Borelli ,Republican,New York City Council Member,New York City Council Member District 51,New York City NY - city council district 51,1,ocd-division/country:us/state:ny/place:new_york/council_district:51,Male,White
NY,Syracuse,RDcitycand0416,Norm Snyder,Conservative,Syracuse Town Councilor,Syracuse Town Councilor,Syracuse city,1,ocd-division/country:us/state:ny/place:syracuse,Male,White
NY,Syracuse,RDcitycand0417,Joseph A. Nicoletti,Democratic,Syracuse Town Councilor,Syracuse Town Councilor,Syracuse city,1,ocd-division/country:us/state:ny/place:syracuse,Male,White
NY,Syracuse,RDcitycand0418,Norm Snyder,Independence,Syracuse Town Councilor,Syracuse Town Councilor,Syracuse city,1,ocd-division/country:us/state:ny/place:syracuse,Male,White
NY,Syracuse,RDcitycand0419,Norm Snyder,Reform,Syracuse Town Councilor,Syracuse Town Councilor,Syracuse city,1,ocd-division/country:us/state:ny/place:syracuse,Male,White
NY,Syracuse,RDcitycand0420,Norm Snyder,Republican,Syracuse Town Councilor,Syracuse Town Councilor,Syracuse city,1,ocd-division/country:us/state:ny/place:syracuse,Male,White
OK,Tulsa,RDcitycand0421,Jack Henderson,Nonpartisan,Tulsa City Councilmember,Tulsa City Councilmember District 1,Tulsa OK City Council district 1,1,ocd-division/country:us/state:ok/place:tulsa/council_district:1,Male,Black or African-American
OK,Tulsa,RDcitycand0422,Vanessa Hall-Harper,Nonpartisan,Tulsa City Councilmember,Tulsa City Councilmember District 1,Tulsa OK City Council district 1,1,ocd-division/country:us/state:ok/place:tulsa/council_district:1,Female,Black or African-American
OK,Tulsa,RDcitycand0423,Aaron Bisogno,Nonpartisan,Tulsa City Councilmember,Tulsa City Councilmember District 2,Tulsa OK City Council district 2,1,ocd-division/country:us/state:ok/place:tulsa/council_district:2,Male,White
OK,Tulsa,RDcitycand0424,Jeannie Cue,Nonpartisan,Tulsa City Councilmember,Tulsa City Councilmember District 2,Tulsa OK City Council district 2,1,ocd-division/country:us/state:ok/place:tulsa/council_district:2,Female,White
OK,Tulsa,RDcitycand0425,Ben Kimbro,Nonpartisan,Tulsa City Councilmember,Tulsa City Councilmember District 9,Tulsa OK City Council district 9,1,ocd-division/country:us/state:ok/place:tulsa/council_district:9,Male,White
OK,Tulsa,RDcitycand0426,Eric McCray,Nonpartisan,Tulsa City Councilmember,Tulsa City Councilmember District 9,Tulsa OK City Council district 9,1,ocd-division/country:us/state:ok/place:tulsa/council_district:9,Male,White
OR,Eugene,RDcitycand0427,Lucy Vinis,Nonpartisan,Eugene Mayor,Eugene Mayor,Eugene city,1,ocd-division/country:us/state:or/place:eugene,Female,White
OR,Eugene,RDcitycand0428,Emily Semple,Nonpartisan,Eugene City Council Member,Eugene City Council Member Ward 1,Eugene OR Ward 1,1,ocd-division/country:us/state:or/place:eugene/ward:1,Female,White
OR,Eugene,RDcitycand0429,Joshua Skov,Nonpartisan,Eugene City Council Member,Eugene City Council Member Ward 1,Eugene OR Ward 1,1,ocd-division/country:us/state:or/place:eugene/ward:1,Male,White
OR,Eugene,RDcitycand0430,Betty Taylor,Nonpartisan,Eugene City Council Member,Eugene City Council Member Ward 2,Eugene OR Ward 2,1,ocd-division/country:us/state:or/place:eugene/ward:2,Female,White
OR,Eugene,RDcitycand0431,Claire Syrett,Nonpartisan,Eugene City Council Member,Eugene City Council Member Ward 7,Eugene OR Ward 7,1,ocd-division/country:us/state:or/place:eugene/ward:7,Female,White
OR,Eugene,RDcitycand0432,Chris Pryor,Nonpartisan,Eugene City Council Member,Eugene City Council Member Ward 8,Eugene OR Ward 8,1,ocd-division/country:us/state:or/place:eugene/ward:8,Male,White
OR,Portland,RDcitycand0433,Chloe Eudaly,Nonpartisan,Portland City Commissioner,Portland City Commissioner Position 4,Portland city,1,ocd-division/country:us/state:or/place:portland,Female,White
OR,Portland,RDcitycand0434,Steve Novick,Nonpartisan,Portland City Commissioner,Portland City Commissioner Position 4,Portland city,1,ocd-division/country:us/state:or/place:portland,Male,White
OR,Salem,RDcitycand0435,Chuck Bennett,Nonpartisan,Salem Mayor,Salem Mayor,Salem city,1,ocd-division/country:us/state:or/place:salem,Male,White
OR,Salem,RDcitycand0436,Cara Kaser,Nonpartisan,Salem City Councilor,Salem City Councilor Ward 1,Salem OR ward 1,1,ocd-division/country:us/state:or/place:salem/ward:1,Female,White
OR,Salem,RDcitycand0437,Brad A Nanke,Nonpartisan,Salem City Councilor,Salem City Councilor Ward 3,Salem OR ward 3,1,ocd-division/country:us/state:or/place:salem/ward:3,Male,White
OR,Salem,RDcitycand0438,Matt Ausec,Nonpartisan,Salem City Councilor,Salem City Councilor Ward 5,Salem OR ward 5,1,ocd-division/country:us/state:or/place:salem/ward:5,Male,White
OR,Salem,RDcitycand0439,Sally Cook,Nonpartisan,Salem City Councilor,Salem City Councilor Ward 7,Salem OR ward 7,1,ocd-division/country:us/state:or/place:salem/ward:7,Female,White
TN,Clarksville,RDcitycand0440,Ernest Brockman,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 3,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,White
TN,Clarksville,RDcitycand0441,Ron Erb,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 3,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,White
TN,Clarksville,RDcitycand0442,James R. Lewis,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 3,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,White
TN,Clarksville,RDcitycand0443,Tim Chandler,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 4,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,White
TN,Clarksville,RDcitycand0444,Al Colvin,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 4,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,Black or African-American
TN,Clarksville,RDcitycand0445,Burnst L. Gonzales,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 4,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,Black or African-American
TN,Clarksville,RDcitycand0446,Ron Westfall,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 4,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,White
TN,Clarksville,RDcitycand0447,Joey Dasinger,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 5,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,White
TN,Clarksville,RDcitycand0448,Valerie M. Guzman,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 5,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Female,Black or African-American
TN,Clarksville,RDcitycand0449,Summer Holloway,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 5,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Female ,White
TN,Clarksville,RDcitycand0450,David D. Allen,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 8,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Female,Black or African-American
TN,Clarksville,RDcitycand0451,DeMone A. Chestnut,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 8,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,Unknown
TN,Clarksville,RDcitycand0452,Mike Gluff,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 9,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,White
TN,Clarksville,RDcitycand0453,Jeff Henley,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 9,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,White
TN,Clarksville,RDcitycand0454,Bruce Livesay,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 9,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,Unknown
TN,Clarksville,RDcitycand0455,Jeff Burkhart,Nonpartisan,Clarksville City Council Member,Clarksville City Council Member Ward 12,Clarksville city,1,ocd-division/country:us/state:tn/place:clarksville,Male,White
TX,Austin,RDcitycand0456,Sheri Gallo,Nonpartisan,Austin City Council Member,Austin City Council Member District 10,Austin City Council District 10,1,ocd-division/country:us/state:tx/place:austin/council_district:10,Female ,White
TX,Austin,RDcitycand0457,Rob Walker,Nonpartisan,Austin City Council Member,Austin City Council Member District 10,Austin City Council District 10,1,ocd-division/country:us/state:tx/place:austin/council_district:10,Male,White
TX,Austin,RDcitycand0458,Nicholas Virden,Nonpartisan,Austin City Council Member,Austin City Council Member District 10,Austin City Council District 10,1,ocd-division/country:us/state:tx/place:austin/council_district:10,Male,White
TX,Austin,RDcitycand0459,Alison Alter,Nonpartisan,Austin City Council Member,Austin City Council Member District 10,Austin City Council District 10,1,ocd-division/country:us/state:tx/place:austin/council_district:10,Female,White
TX,Austin,RDcitycand0460,Casey Ramos,Nonpartisan,Austin City Council Member,Austin City Council Member District 2,Austin City Council District 2,1,ocd-division/country:us/state:tx/place:austin/council_district:2,Male,Hispanic or Latino
TX,Austin,RDcitycand0461,Wesley Faulkner,Nonpartisan,Austin City Council Member,Austin City Council Member District 2,Austin City Council District 2,1,ocd-division/country:us/state:tx/place:austin/council_district:2,Male,Black or African-American
TX,Austin,RDcitycand0462,Delia Garza,Nonpartisan,Austin City Council Member,Austin City Council Member District 2,Austin City Council District 2,1,ocd-division/country:us/state:tx/place:austin/council_district:2,Female,Hispanic or Latino
TX,Austin,RDcitycand0463,"Louis C. Herrin, III",Nonpartisan,Austin City Council Member,Austin City Council Member District 4,Austin City Council District 4,1,ocd-division/country:us/state:tx/place:austin/council_district:4,Male,White
TX,Austin,RDcitycand0464,Gonzalo Camacho,Nonpartisan,Austin City Council Member,Austin City Council Member District 4,Austin City Council District 4,1,ocd-division/country:us/state:tx/place:austin/council_district:4,Male,Hispanic or Latino
TX,Austin,RDcitycand0465,"Gregorio ""Greg"" Casar",Nonpartisan,Austin City Council Member,Austin City Council Member District 4,Austin City Council District 4,1,ocd-division/country:us/state:tx/place:austin/council_district:4,Male,Hispanic or Latino
TX,Austin,RDcitycand0466,"James ""Jimmy"" Flannigan",Nonpartisan,Austin City Council Member,Austin City Council Member District 6,Austin City Council District 6,1,ocd-division/country:us/state:tx/place:austin/council_district:6,Male,White
TX,Austin,RDcitycand0467,Don Zimmerman,Nonpartisan,Austin City Council Member,Austin City Council Member District 6,Austin City Council District 6,1,ocd-division/country:us/state:tx/place:austin/council_district:6,Male,White
TX,Austin,RDcitycand0468,Leslie Pool,Nonpartisan,Austin City Council Member,Austin City Council Member District 7,Austin City Council District 7,1,ocd-division/country:us/state:tx/place:austin/council_district:7,Female,White
TX,Austin,RDcitycand0469,Natalie Gauldin,Nonpartisan,Austin City Council Member,Austin City Council Member District 7,Austin City Council District 7,1,ocd-division/country:us/state:tx/place:austin/council_district:7,Female ,White
TX,Corpus Christi,RDcitycand0470,Dan McQueen,Nonpartisan,Corpus Christi Mayor,Corpus Christi Mayor,Corpus Christi city,1,ocd-division/country:us/state:tx/place:corpus_christi,Male,White
TX,Corpus Christi,RDcitycand0471,Nelda Martinez,Nonpartisan,Corpus Christi Mayor,Corpus Christi Mayor,Corpus Christi city,1,ocd-division/country:us/state:tx/place:corpus_christi,Female ,Hispanic or Latino
TX,Corpus Christi,RDcitycand0472,"Reynaldo ""Ray"" Madrigal",Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member,Corpus Christi city,3,ocd-division/country:us/state:tx/place:corpus_christi,Male,Hispanic or Latino
TX,Corpus Christi,RDcitycand0473,Margareta Fratila,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member,Corpus Christi city,3,ocd-division/country:us/state:tx/place:corpus_christi,Female ,Hispanic or Latino
TX,Corpus Christi,RDcitycand0474,Michael Hunter,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member,Corpus Christi city,3,ocd-division/country:us/state:tx/place:corpus_christi,Male,White
TX,Corpus Christi,RDcitycand0475,Joe McComb,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member,Corpus Christi city,3,ocd-division/country:us/state:tx/place:corpus_christi,Male,White
TX,Corpus Christi,RDcitycand0476,Paulette Guajardo,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member,Corpus Christi city,3,ocd-division/country:us/state:tx/place:corpus_christi,Female ,Hispanic or Latino
TX,Corpus Christi,RDcitycand0477,Chad Magill,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member,Corpus Christi city,3,ocd-division/country:us/state:tx/place:corpus_christi,Male,White
TX,Corpus Christi,RDcitycand0478,John Garcia,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member,Corpus Christi city,3,ocd-division/country:us/state:tx/place:corpus_christi,Male,Hispanic or Latino
TX,Corpus Christi,RDcitycand0479,Jimie Owsley,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member,Corpus Christi city,3,ocd-division/country:us/state:tx/place:corpus_christi,Female ,Black or African-American
TX,Corpus Christi,RDcitycand0480,Carolyn Vaughn,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member District 1,Corpus Christi TX council district 1,1,ocd-division/country:us/state:tx/place:corpus_christi/council_district:1,Female,White
TX,Corpus Christi,RDcitycand0481,Ryan Schroeder,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member District 1,Corpus Christi TX council district 1,1,ocd-division/country:us/state:tx/place:corpus_christi/council_district:1,Male,White
TX,Corpus Christi,RDcitycand0482,Ben Molina,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member District 2,Corpus Christi TX council district 2,1,ocd-division/country:us/state:tx/place:corpus_christi/council_district:2,Male,Hispanic or Latino
TX,Corpus Christi,RDcitycand0483,Brian Rosas,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member District 2,Corpus Christi TX council district 2,1,ocd-division/country:us/state:tx/place:corpus_christi/council_district:2,Male,Hispanic or Latino
TX,Corpus Christi,RDcitycand0484,Lucy Rubio,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member District 3,Corpus Christi TX council district 3,1,ocd-division/country:us/state:tx/place:corpus_christi/council_district:3,Female,Hispanic or Latino
TX,Corpus Christi,RDcitycand0485,Rick Gomez,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member District 3,Corpus Christi TX council district 3,1,ocd-division/country:us/state:tx/place:corpus_christi/council_district:3,Male,Hispanic or Latino
TX,Corpus Christi,RDcitycand0486,Greg Smith,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member District 4,Corpus Christi TX council district 4,1,ocd-division/country:us/state:tx/place:corpus_christi/council_district:4,Male,White
TX,Corpus Christi,RDcitycand0487,Lloyd Stegemann,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member District 4,Corpus Christi TX council district 4,1,ocd-division/country:us/state:tx/place:corpus_christi/council_district:4,Male,White
TX,Corpus Christi,RDcitycand0488,Rudy Garza Jr.,Nonpartisan,Corpus Christi City Council Member,Corpus Christi City Council Member District 5,Corpus Christi TX council district 5,1,ocd-division/country:us/state:tx/place:corpus_christi/council_district:5,Male,Hispanic or Latino
TX,Laredo,RDcitycand0489,Allen Tijerina,Nonpartisan,Laredo City Council Member,Laredo City Council Member District 4,Laredo TX city council district 4,1,ocd-division/country:us/state:tx/place:laredo/council_district:4,Male,Hispanic or Latino
TX,Laredo,RDcitycand0490,Armando Cisneros,Nonpartisan,Laredo City Council Member,Laredo City Council Member District 4,Laredo TX city council district 4,1,ocd-division/country:us/state:tx/place:laredo/council_district:4,Male,Hispanic or Latino
TX,Laredo,RDcitycand0491,"Alberto Torres, Jr.",Nonpartisan,Laredo City Council Member,Laredo City Council Member District 4,Laredo TX city council district 4,1,ocd-division/country:us/state:tx/place:laredo/council_district:4,Male,Hispanic or Latino
TX,Laredo,RDcitycand0492,"Jose M. ""Chema"" Guevara",Nonpartisan,Laredo City Council Member,Laredo City Council Member District 4,Laredo TX city council district 4,1,ocd-division/country:us/state:tx/place:laredo/council_district:4,Male,Hispanic or Latino
TX,Laredo,RDcitycand0493,Nelly Vielma,Nonpartisan,Laredo City Council Member,Laredo City Council Member District 5,Laredo TX city council district 5,1,ocd-division/country:us/state:tx/place:laredo/council_district:5,Female,Hispanic or Latino
TX,Laredo,RDcitycand0494,"Roque Vela, Jr.",Nonpartisan,Laredo City Council Member,Laredo City Council Member District 5,Laredo TX city council district 5,1,ocd-division/country:us/state:tx/place:laredo/council_district:5,Male,Hispanic or Latino
TX,Laredo,RDcitycand0495,Juan Chavez,Nonpartisan,Laredo City Council Member,Laredo City Council Member District 7,Laredo TX city council district 7,1,ocd-division/country:us/state:tx/place:laredo/council_district:7,Male,Hispanic or Latino
TX,Laredo,RDcitycand0496,George J. Altgelt,Nonpartisan,Laredo City Council Member,Laredo City Council Member District 7,Laredo TX city council district 7,1,ocd-division/country:us/state:tx/place:laredo/council_district:7,Male,White
TX,Laredo,RDcitycand0497,Roberto Balli,Nonpartisan,Laredo City Council Member,Laredo City Council Member District 8,Laredo TX city council district 8,1,ocd-division/country:us/state:tx/place:laredo/council_district:8,Male,Hispanic or Latino
TX,Laredo,RDcitycand0498,James Joel Newland,Nonpartisan,Laredo City Council Member,Laredo City Council Member District 8,Laredo TX city council district 8,1,ocd-division/country:us/state:tx/place:laredo/council_district:8,Male,Hispanic or Latino
