FIPS,countyname,state,clinton,trump,johnson,ind_cand,mcmullin,total_votes,AGI,num_returns,num_dependents,num_tot_inc,tot_inc_amt,people,turnout,fips_countyname_county,State,County,county_name,County_UA_pop,mult_counties,State_init,Statewide_UA_pop
45045,"Greenville, SC",SC,74483,127832,6511,12850,3645,215165,13348066.0,218620.0,150480.0,218050.0,13544136.0,369100.0,0.582945001355,Greenville County,South Carolina,"Greenville County, South Carolina",Greenville County,17000,0,SC,98000
45051,"Horry, SC",SC,39410,89288,2276,4222,737,132920,6384303.0,144120.0,76430.0,143570.0,6477638.0,220550.0,0.602675130356,Horry County,South Carolina,"Horry County, South Carolina",Horry County,10000,0,SC,98000
47037,"Davidson, TN",TN,148864,84550,9603,15654,0,249068,21115559.0,335820.0,193300.0,334720.0,21512728.0,529120.0,0.47072119746,Davidson County,Tennessee,"Davidson County, Tennessee",Davidson County,33000,0,TN,120000
47157,"Shelby, TN",TN,208992,116344,6939,12047,0,337383,25114506.0,439940.0,350950.0,438350.0,25470397.0,790890.0,0.426586503812,Shelby County,Tennessee,"Shelby County, Tennessee",Shelby County,25000,0,TN,120000
48029,"Bexar, TX",TX,319550,240333,20091,29762,0,589645,47766756.0,840050.0,605810.0,836960.0,48310971.0,1445860.0,0.407816109444,Bexar County,Texas,"Bexar County, Texas",Bexar County,71000,0,TX,1470000
48039,"Brazoria, TX",TX,43200,72791,3768,5190,0,121181,10567350.0,145950.0,114170.0,145510.0,10669943.0,260120.0,0.465865754267,Brazoria County,Texas,"Brazoria County, Texas",Brazoria County,10000,0,TX,1470000
48061,"Cameron, TX",TX,59402,29472,2236,3205,0,92079,5973788.0,161210.0,166150.0,160740.0,6043689.0,327360.0,0.281277492669,Cameron County,Texas,"Cameron County, Texas",Cameron County,39000,0,TX,1470000
48085,"Collin, TX",TX,140624,201014,13855,19781,0,361419,38482547.0,404120.0,314360.0,402700.0,38993498.0,718480.0,0.503032791449,Collin County,Texas,"Collin County, Texas",Collin County,28000,0,TX,1470000
48113,"Dallas, TX",TX,461080,262945,24025,34948,0,758973,81494029.0,1154650.0,931890.0,1150680.0,82556592.0,2086540.0,0.363747160371,Dallas County,Texas,"Dallas County, Texas",Dallas County,231000,0,TX,1470000
48121,"Denton, TX",TX,110890,170603,11583,17152,0,298645,27429825.0,345710.0,255560.0,344590.0,27767299.0,601270.0,0.496690338783,Denton County,Texas,"Denton County, Texas",Denton County,26000,0,TX,1470000
48141,"El Paso, TX",TX,147843,55512,7607,10653,0,214008,14882942.0,357290.0,317760.0,355970.0,15054956.0,675050.0,0.317025405526,El Paso County,Texas,"El Paso County, Texas",El Paso County,66000,0,TX,1470000
48157,"Fort Bend, TX",TX,134686,117291,6907,10089,0,262066,28951990.0,305380.0,255110.0,304270.0,29296367.0,560490.0,0.467565879855,Fort Bend County,Texas,"Fort Bend County, Texas",Fort Bend County,26000,0,TX,1470000
48201,"Harris, TX",TX,707914,545955,39781,58243,0,1312112,151981221.0,1999680.0,1588890.0,1992330.0,153829833.0,3588570.0,0.365636451288,Harris County,Texas,"Harris County, Texas",Harris County,376000,0,TX,1470000
48215,"Hidalgo, TX",TX,118809,48642,3788,5986,0,173437,11420928.0,303160.0,332050.0,302440.0,11554278.0,635210.0,0.27303883755,Hidalgo County,Texas,"Hidalgo County, Texas",Hidalgo County,100000,0,TX,1470000
48439,"Tarrant, TX",TX,288392,345921,23775,34201,0,668514,60907063.0,896590.0,688130.0,893630.0,61625912.0,1584720.0,0.421849916705,Tarrant County,Texas,"Tarrant County, Texas",Tarrant County,99000,0,TX,1470000
48453,"Travis, TX",TX,308260,127209,21958,33251,0,468720,49934589.0,617750.0,376050.0,615060.0,50693095.0,993800.0,0.471644194003,Travis County,Texas,"Travis County, Texas",Travis County,75000,0,TX,1470000
48479,"Webb, TX",TX,42307,12947,1033,1651,0,56905,4454376.0,108850.0,121810.0,108600.0,4502223.0,230660.0,0.246705107084,Webb County,Texas,"Webb County, Texas",Webb County,30000,0,TX,1470000
48491,"Williamson, TX",TX,84468,104175,10229,14438,0,203081,16120911.0,226130.0,163080.0,225410.0,16325644.0,389210.0,0.521777446623,Williamson County,Texas,"Williamson County, Texas",Williamson County,12000,0,TX,1470000
49035,"Salt Lake, UT",UT,175863,138043,16306,109837,79880,423743,30448746.0,487650.0,403610.0,486440.0,30859618.0,891260.0,0.47544263178,Salt Lake County,Utah,"Salt Lake County, Utah",Salt Lake County,44000,0,UT,81000
49049,"Utah, UT",UT,28522,102182,6437,72938,60532,203642,12706266.0,208530.0,232940.0,207970.0,12903243.0,441470.0,0.461281627291,Utah County,Utah,"Utah County, Utah",Utah County,13000,0,UT,81000
51013,"Arlington, VA",VA,92016,20186,3827,9137,2594,121339,13939106.0,124450.0,45360.0,124140.0,14215269.0,169810.0,0.714557446558,Arlington County,Virginia,"Arlington County, Virginia",Arlington County,17000,0,VA,272000
51059,"Fairfax, VA",VA,355133,157710,15664,38340,10369,551183,61783900.0,547180.0,345540.0,545360.0,62750505.0,892720.0,0.617419795681,Fairfax County,Virginia,"Fairfax County, Virginia",Fairfax County,94000,0,VA,272000
51087,"Henrico, VA",VA,93935,59857,5657,9744,1997,163536,11113018.0,160310.0,98100.0,159850.0,11265574.0,258410.0,0.632854765682,Henrico County,Virginia,"Henrico County, Virginia",Henrico County,11000,0,VA,272000
51107,"Loudoun, VA",VA,100795,69949,5674,12306,3413,183050,18871249.0,169340.0,137480.0,168890.0,19119743.0,306820.0,0.596603871977,Loudoun County,Virginia,"Loudoun County, Virginia",Loudoun County,20000,0,VA,272000
51153,"Prince William, VA",VA,113144,71721,5374,11577,2995,196442,15578946.0,209820.0,161350.0,209260.0,15737487.0,371170.0,0.529250747636,Prince William County,Virginia,"Prince William County, Virginia",Prince William County,33000,0,VA,272000
53033,"King, WA",WA,718322,216339,40861,93789,0,1028450,106988315.0,1055960.0,575030.0,1052200.0,108471454.0,1630990.0,0.630567937265,King County,Washington,"King County, Washington",King County,77000,0,WA,219000
53053,"Pierce, WA",WA,172538,146824,19909,40655,0,360017,23482263.0,388380.0,252220.0,386890.0,23761780.0,640600.0,0.561999687793,Pierce County,Washington,"Pierce County, Washington",Pierce County,16000,0,WA,219000
53061,"Snohomish, WA",WA,185227,128255,19347,41252,0,354734,24866762.0,361970.0,226590.0,360670.0,25179634.0,588560.0,0.602715101264,Snohomish County,Washington,"Snohomish County, Washington",Snohomish County,22000,0,WA,219000
53077,"Yakima, WA",WA,31291,41735,3261,6715,0,79741,5082999.0,107840.0,106950.0,107550.0,5193877.0,214790.0,0.371250989338,Yakima County,Washington,"Yakima County, Washington",Yakima County,24000,0,WA,219000
55025,"Dane, WI",WI,217697,71275,10541,20382,0,309354,19034698.0,262120.0,134720.0,261550.0,19338150.0,396840.0,0.779543392803,Dane County,Wisconsin,"Dane County, Wisconsin",Dane County,10000,0,WI,71000
55079,"Milwaukee, WI",WI,288822,126069,13590,26162,0,441053,23804421.0,449660.0,298640.0,448150.0,24107751.0,748300.0,0.589406655085,Milwaukee County,Wisconsin,"Milwaukee County, Wisconsin",Milwaukee County,25000,0,WI,71000
