State,Jurisdiction,All,Yes,No,County,Facility
Arizona,Graham County - Adoc Ft Grant,4,3,1,Graham County,Adoc Ft Grant
Arizona,Greenlee County - Greenlee County Sheriff/Jail,4,2,2,Greenlee County,Greenlee County Sheriff/Jail
Arizona,Yuma County - Yuma County Juvenile Cent,3,,3,Yuma County,Yuma County Juvenile Cent
Arizona,Gila County - Aspc Globe,2,,2,Gila County,Aspc Globe
Arizona,Graham County - Graham County Sheriff/Jail,2,1,1,Graham County,Graham County Sheriff/Jail
Arizona,Maricopa County - Ccm Phoenix-Community Correction,2,2,,Maricopa County,Ccm Phoenix-Community Correction
Arizona,Pinal County - Pinal County Juv.Det.Ctr.,2,,2,Pinal County,Pinal County Juv.Det.Ctr.
Arizona,Gila County - Gila County Juvenile Det Center,2,1,1,Gila County,Gila County Juvenile Det Center
Arizona,Pima County - St Mary's Hospital,2,1,1,Pima County,St Mary's Hospital
Arizona,Pima County - Catalina Mountain School,2,2,,Pima County,Catalina Mountain School
Arizona,Yuma County - Yuma Hold Room,1,1,,Yuma County,Yuma Hold Room
Arizona,Pinal County - Casa Grande Regional Medical Center,1,1,,Pinal County,Casa Grande Regional Medical Center
Arizona,Yuma County - Yuma Bprder Patrol Station,1,1,,Yuma County,Yuma Bprder Patrol Station
Arizona,Maricopa County - El Mirage City Jail,1,1,,Maricopa County,El Mirage City Jail
Arizona,Maricopa County - Southwest Key Village Green,1,,1,Maricopa County,Southwest Key Village Green
Arizona,Navajo County - Arizona State Prison-Winslow,1,,1,Navajo County,Arizona State Prison-Winslow
