State,Jurisdiction,All,Yes,No,County,Facility
Guam,All,352,144,208,All,All
Guam,Guam - Guam Adult Correctional Facility,147,63,84,Guam,Guam Adult Correctional Facility
Guam,Guam - Us Marshals Service,115,29,86,Guam,Us Marshals Service
Guam,Guam - Department of Corrections-Hagatna,85,52,33,Guam,Department of Corrections-Hagatna
Guam,Guam - Agana Immigration Holding Facility,3,,3,Guam,Agana Immigration Holding Facility
Guam,Guam - Guam Police Dept,2,,2,Guam,Guam Police Dept
