State,Jurisdiction,All,Yes,No,County,Facility
Tennessee,Overton County - Overton County Sheriff,28,8,20,Overton County,Overton County Sheriff
Tennessee,Unicoi County - Unicoi County Jail,22,10,12,Unicoi County,Unicoi County Jail
Tennessee,Marshall County - Marshall County Jail,22,5,17,Marshall County,Marshall County Jail
Tennessee,Houston County - Houston County Sheriff,22,8,14,Houston County,Houston County Sheriff
Tennessee,Davidson County - Tenn.Dept.Corr.Sent.Mang.,21,3,18,Davidson County,Tenn.Dept.Corr.Sent.Mang.
Tennessee,Rutherford County - Rutherford County Juv Det Cent,21,1,20,Rutherford County,Rutherford County Juv Det Cent
Tennessee,Trousdale County - Trousdale County Sheriff,21,1,20,Trousdale County,Trousdale County Sheriff
Tennessee,Bledsoe County - Southeast Regional Corfac,20,4,16,Bledsoe County,Southeast Regional Corfac
Tennessee,Knox County - Knoxville Police Dept,20,,20,Knox County,Knoxville Police Dept
Tennessee,Davidson County - Middle Tennessee C.C. #1,19,5,14,Davidson County,Middle Tennessee C.C. #1
Tennessee,Madison County - Jackson County Sheriff,19,6,13,Madison County,Jackson County Sheriff
Tennessee,Union County - Union County Jail,18,6,12,Union County,Union County Jail
Tennessee,Morgan County - Morgan County Jail,18,3,15,Morgan County,Morgan County Jail
Tennessee,Monroe County - Monroe County Jail,17,4,13,Monroe County,Monroe County Jail
Tennessee,Davidson County - Nashville Hold Room,16,1,15,Davidson County,Nashville Hold Room
Tennessee,Lawrence County - Lawrence County Jail,15,1,14,Lawrence County,Lawrence County Jail
Tennessee,Tipton County - Western Tennessee Detention Center,15,5,10,Tipton County,Western Tennessee Detention Center
Tennessee,Wayne County - Wayne County Sheriff,14,2,12,Wayne County,Wayne County Sheriff
Tennessee,Polk County - Polk County Jail,13,4,9,Polk County,Polk County Jail
Tennessee,"Madison County - Us Marshals, Jackson, Tn",13,3,10,Madison County,"Us Marshals, Jackson, Tn"
Tennessee,Fentress County - Fentress County Sheriff,13,4,9,Fentress County,Fentress County Sheriff
Tennessee,Cannon County - Cannon County Sheriff,13,5,8,Cannon County,Cannon County Sheriff
Tennessee,Hickman County - Turney Center Prison,12,3,9,Hickman County,Turney Center Prison
Tennessee,Shelby County - Memphis Police Dept.,12,1,11,Shelby County,Memphis Police Dept.
Tennessee,Carroll County - Carroll County Jail,12,5,7,Carroll County,Carroll County Jail
Tennessee,Hardeman County - Hardeman Correctional Ctr,11,6,5,Hardeman County,Hardeman Correctional Ctr
Tennessee,Claiborne County - Claiborne County Jail,11,,11,Claiborne County,Claiborne County Jail
Tennessee,Davidson County - Tennessee Prison For Women,10,,10,Davidson County,Tennessee Prison For Women
Tennessee,Scott County - Scott County Jail,10,3,7,Scott County,Scott County Jail
Tennessee,Knox County - Knoxville Hold Room,9,,9,Knox County,Knoxville Hold Room
Tennessee,Davidson County - L.M.Deberry Spec.Need Fac.,9,4,5,Davidson County,L.M.Deberry Spec.Need Fac.
Tennessee,Lewis County - Lewis County Sheriff,8,,8,Lewis County,Lewis County Sheriff
Tennessee,Moore County - Moore County Jail,8,1,7,Moore County,Moore County Jail
Tennessee,White County - White County Sheriff,7,2,5,White County,White County Sheriff
Tennessee,Shelby County - Germantown Police Dept.,7,,7,Shelby County,Germantown Police Dept.
Tennessee,Hamilton County - Chattanooga Hold Room,6,,6,Hamilton County,Chattanooga Hold Room
Tennessee,Perry County - Perry County Sheriff/Jail,4,3,1,Perry County,Perry County Sheriff/Jail
Tennessee,Hardeman County - Whiteville Correctional Facility,4,4,,Hardeman County,Whiteville Correctional Facility
Tennessee,Grainger County - Grainger County Jail,4,2,2,Grainger County,Grainger County Jail
Tennessee,Johnson County - Northeastern Corr. Complex,4,2,2,Johnson County,Northeastern Corr. Complex
Tennessee,Stewart County - Stewart County Sheriff,3,1,2,Stewart County,Stewart County Sheriff
Tennessee,Sullivan County - Kingsport Police Dept.,3,,3,Sullivan County,Kingsport Police Dept.
Tennessee,Shelby County - M.H.Luttrell Reception Ctr,3,3,,Shelby County,M.H.Luttrell Reception Ctr
Tennessee,Morgan County - Brushy Mountain C.C.#1,2,,2,Morgan County,Brushy Mountain C.C.#1
Tennessee,Clay County - Clay County Sheriff,2,,2,Clay County,Clay County Sheriff
Tennessee,Davidson County - Nashville Comm. Corr.,2,,2,Davidson County,Nashville Comm. Corr.
Tennessee,Humphreys County - Humphreys County Sheriff,2,1,1,Humphreys County,Humphreys County Sheriff
Tennessee,Tipton County - Town Of Mason,2,,2,Tipton County,Town Of Mason
Tennessee,McNairy County - Mcnairy County Jail,1,,1,McNairy County,Mcnairy County Jail
Tennessee,Blount County - Blount County Juv Det Center,1,,1,Blount County,Blount County Juv Det Center
Tennessee,Davidson County - Riverbend Max.Sec.Fac. .,1,,1,Davidson County,Riverbend Max.Sec.Fac. .
Tennessee,McNairy County - Mc Nairy Sheriff's Dept.,1,,1,McNairy County,Mc Nairy Sheriff's Dept.
