State,Jurisdiction,All,Yes,No,County,Facility
Northern Mariana Islands,All,192,30,162,All,All
Northern Mariana Islands,Mariana County - Saipan Department Of Corrections,187,29,158,Mariana County,Saipan Department Of Corrections
Northern Mariana Islands,Mariana County - Saipain Hold Room,5,1,4,Mariana County,Saipain Hold Room
