State,Jurisdiction,All,Yes,No,County,Facility
Rhode Island,All,"2,296",355,"1,941",All,All
Rhode Island,Providence County - Adult Correctional Facility,"1,897",316,"1,581",Providence County,Adult Correctional Facility
Rhode Island,Providence County - Wyatt Detention Center,292,28,264,Providence County,Wyatt Detention Center
Rhode Island,Providence County - Providence Pd,107,11,96,Providence County,Providence Pd
