State,Jurisdiction,All,Yes,No,County,Facility
Not Listed,All,"138,520","75,585","62,935",All,All
Not Listed,Unknown County - Facility Not Listed,"138,519","75,585","62,934",Unknown County,Facility Not Listed
Not Listed,Unknown County - Southwest Key Juv. Contract Facil,1,,1,Unknown County,Southwest Key Juv. Contract Facil
