FIPS,State,County,State_init,county_plus_init,total_detained,ICE_custody,No_ICE_custody,pct_ice,clinton,pct_clinton,trump,johnson,ind_cand,mcmullin,total_votes,turnout,people,tot_inc_amt,inc_per_person
13113,Georgia,Fayette County,GA,"Fayette County, GA",413.0,181.0,232.0,0.43825665859564167,23284.0,0.3785339207621401,35048.0,2103.0,3179.0,0.0,61511.0,0.6865833240317,89590.0,4366887.0,48.743018193994864
13115,Georgia,Floyd County,GA,"Floyd County, GA",467.0,197.0,270.0,0.42184154175588867,9159.0,0.262736660929432,24114.0,1084.0,1587.0,0.0,34860.0,0.4804299889746417,72560.0,1970711.0,27.159743660418965
13117,Georgia,Forsyth County,GA,"Forsyth County, GA",718.0,324.0,394.0,0.45125348189415043,23462.0,0.23707610848389313,69851.0,4091.0,5651.0,0.0,98964.0,0.6039177396716909,163870.0,8303808.0,50.673143345334715
13121,Georgia,Fulton County,GA,"Fulton County, GA",9291.0,4231.0,5060.0,0.45538693359164784,297051.0,0.6770377731332806,117783.0,15765.0,23917.0,0.0,438751.0,0.5738532770053756,764570.0,45858585.0,59.97957675556195
13127,Georgia,Glynn County,GA,"Glynn County, GA",347.0,186.0,161.0,0.5360230547550432,11775.0,0.34192873943723323,21512.0,825.0,1150.0,0.0,34437.0,0.5631561733442355,61150.0,2100330.0,34.3471790678659
13129,Georgia,Gordon County,GA,"Gordon County, GA",264.0,109.0,155.0,0.4128787878787879,3181.0,0.1668765082362816,15191.0,507.0,690.0,0.0,19062.0,0.43590212668648526,43730.0,998561.0,22.83469014406586
13131,Georgia,Grady County,GA,"Grady County, GA",75.0,5.0,70.0,0.06666666666666667,3013.0,0.32703788125474875,6053.0,135.0,147.0,0.0,9213.0,0.47514182568334196,19390.0,387140.0,19.965961835997938
13133,Georgia,Greene County,GA,"Greene County, GA",45.0,19.0,26.0,0.4222222222222222,3199.0,0.3613872571170357,5490.0,151.0,163.0,0.0,8852.0,0.7419949706621961,11930.0,598031.0,50.128331936295055
13135,Georgia,Gwinnett County,GA,"Gwinnett County, GA",14659.0,11763.0,2896.0,0.8024421856879732,166153.0,0.5020486478319988,146989.0,12494.0,17808.0,0.0,330950.0,0.44928795427702584,736610.0,22433930.0,30.455641384178872
13137,Georgia,Habersham County,GA,"Habersham County, GA",162.0,81.0,81.0,0.5,2483.0,0.1520235106838915,13190.0,461.0,660.0,0.0,16333.0,0.5401124338624339,30240.0,798073.0,26.39130291005291
13139,Georgia,Hall County,GA,"Hall County, GA",3994.0,3349.0,645.0,0.8385077616424637,16180.0,0.22743245902561074,51733.0,2307.0,3229.0,0.0,71142.0,0.4552213974916816,156280.0,4628967.0,29.619701817251087
13141,Georgia,Hancock County,GA,"Hancock County, GA",1.0,,1.0,,2701.0,0.7544692737430168,843.0,36.0,36.0,0.0,3580.0,0.62478184991274,5730.0,106453.0,18.578184991273996
13143,Georgia,Haralson County,GA,"Haralson County, GA",20.0,8.0,12.0,0.4,1475.0,0.12987584749493705,9585.0,264.0,297.0,0.0,11357.0,0.5727181038830056,19830.0,493018.0,24.862228946041352
13145,Georgia,Harris County,GA,"Harris County, GA",176.0,90.0,86.0,0.5113636363636364,4086.0,0.2476063507453642,11936.0,379.0,480.0,0.0,16502.0,0.707329618516931,23330.0,910050.0,39.00771538791256
13147,Georgia,Hart County,GA,"Hart County, GA",10.0,3.0,7.0,0.3,2585.0,0.2555105268360186,7286.0,209.0,246.0,0.0,10117.0,0.5864927536231884,17250.0,436228.0,25.288579710144926
13149,Georgia,Heard County,GA,"Heard County, GA",8.0,5.0,3.0,0.625,743.0,0.17594127397584655,3370.0,93.0,110.0,0.0,4223.0,0.5615691489361702,7520.0,172385.0,22.923537234042552
13151,Georgia,Henry County,GA,"Henry County, GA",390.0,167.0,223.0,0.4282051282051282,50057.0,0.5037587931607073,45724.0,2505.0,3586.0,0.0,99367.0,0.577916715133186,171940.0,4906784.0,28.537768989182272
13153,Georgia,Houston County,GA,"Houston County, GA",554.0,162.0,392.0,0.2924187725631769,22553.0,0.37538907105644237,35430.0,1761.0,2096.0,0.0,60079.0,0.5022068043132993,119630.0,3476351.0,29.059190838418456
13155,Georgia,Irwin County,GA,"Irwin County, GA",86.0,65.0,21.0,0.7558139534883721,891.0,0.24277929155313352,2716.0,58.0,63.0,0.0,3670.0,0.5779527559055118,6350.0,141659.0,22.308503937007874
13157,Georgia,Jackson County,GA,"Jackson County, GA",142.0,69.0,73.0,0.4859154929577465,4491.0,0.1637795849896065,21784.0,834.0,1146.0,0.0,27421.0,0.5737811257585269,47790.0,1373574.0,28.741870684243565
13159,Georgia,Jasper County,GA,"Jasper County, GA",15.0,4.0,11.0,0.26666666666666666,1544.0,0.2554177005789909,4360.0,119.0,141.0,0.0,6045.0,0.607537688442211,9950.0,242936.0,24.415678391959798
13161,Georgia,Jeff Davis County,GA,"Jeff Davis County, GA",370.0,205.0,165.0,0.5540540540540541,901.0,0.17680533751962324,4104.0,86.0,91.0,0.0,5096.0,0.4628519527702089,11010.0,238186.0,21.633605812897365
13163,Georgia,Jefferson County,GA,"Jefferson County, GA",17.0,5.0,12.0,0.29411764705882354,3821.0,0.5483639494833524,3063.0,70.0,84.0,0.0,6968.0,0.5405740884406517,12890.0,246961.0,19.15911559348332
13165,Georgia,Jenkins County,GA,"Jenkins County, GA",2.0,,2.0,,1123.0,0.36747382198952877,1895.0,34.0,38.0,0.0,3056.0,0.5418439716312057,5640.0,100897.0,17.8895390070922
13167,Georgia,Johnson County,GA,"Johnson County, GA",3.0,,3.0,,1136.0,0.3081931633206728,2519.0,27.0,31.0,0.0,3686.0,0.6928571428571428,5320.0,103712.0,19.49473684210526
13169,Georgia,Jones County,GA,"Jones County, GA",13.0,5.0,8.0,0.38461538461538464,3961.0,0.3155923830770457,8305.0,260.0,285.0,0.0,12551.0,0.6077966101694915,20650.0,579275.0,28.052058111380145
13171,Georgia,Lamar County,GA,"Lamar County, GA",30.0,20.0,10.0,0.6666666666666666,2270.0,0.29821334734629534,5190.0,126.0,152.0,0.0,7612.0,0.6203748981255094,12270.0,288653.0,23.525101874490627
13173,Georgia,Lanier County,GA,"Lanier County, GA",52.0,45.0,7.0,0.8653846153846154,806.0,0.28073841866945315,1984.0,73.0,81.0,0.0,2871.0,0.4623188405797101,6210.0,116447.0,18.751529790660225
13175,Georgia,Laurens County,GA,"Laurens County, GA",58.0,20.0,38.0,0.3448275862068966,6752.0,0.34572452636968765,12411.0,313.0,367.0,0.0,19530.0,0.5421987784564131,36020.0,853953.0,23.70774569683509
13177,Georgia,Lee County,GA,"Lee County, GA",76.0,29.0,47.0,0.3815789473684211,3170.0,0.22413915010959484,10646.0,299.0,327.0,0.0,14143.0,0.5897831526271893,23980.0,792285.0,33.039407839866556
